GeneName	rank
EEF2KMT	2.90019198500636
HAS2	2.88886305018075
SUCLG2	2.88763782816488
CLPSL2	2.88642811946295
CTH	2.8800627971795
DTYMK	2.87265794275674
MRPL24	2.86120880715446
GARS1	2.8552512316858
KAT5	2.85247097056443
RPL10P3	2.85109291236919
COMT	2.8505573079171
SIAH2	2.84888760968278
FBXO4	2.84847916221627
DNAJC27-AS1	2.8470736555997
RBFA	2.84394649305642
NAGLU	2.84019675145699
ANP32B	2.83125292726241
SARS2	2.82839650523562
GAS5	2.82416477962984
THG1L	2.82017172534748
CYC1	2.80402790731585
RPS2P46	2.80212323195642
SNHG15	2.79864986173466
NUDT8	2.79828242555857
ITFG2-AS1	2.78680459331423
PRKN	2.78636310538228
TBL1X	2.76849089530332
GRHPR	2.76819904869536
APRT	2.7664699193616
TRMT1	2.76038708454902
FBXO17	2.75429515585006
DHRS4-AS1	2.75398409910164
HNRNPA1	2.74676187082724
ZNF516-AS1	2.73987949858207
PCGF1	2.73730059901853
DUS3L	2.73387888276184
HMBS	2.72523416289528
OSGEPL1	2.72297733459851
AAAS	2.72230556375601
SLC38A1	2.72228760500517
EPB41L4A-AS1	2.71923825090327
BHLHE22	2.71459763319963
MYDGF	2.71403338849105
RPS2P35	2.70914387103811
DUSP12	2.70747349104926
F12	2.70581751780523
ATRAID	2.70516070029572
SLC3A2	2.69305865895863
ATF4	2.69255623690418
DTD1	2.69175501750239
PKN3	2.68886608894101
PRMT1	2.68329916537539
TMEM101	2.67418860171607
C15orf61	2.66781346251526
KCTD15	2.66620670088073
QTRT1	2.6630574559876
SCRN2	2.66206758648285
CHCHD6	2.66088316315494
RAD23A	2.65829301005493
KATNB1	2.65516325573582
C16orf74	2.65246911194939
WDR18	2.65061768079885
IL18R1	2.64845189918922
SNHG32	2.64414545682477
SET	2.64322286832376
NPM3	2.64230667307956
LONP1	2.63683901631796
ILVBL	2.63227736186172
RPRML	2.62994545166649
RNASEH1-AS1	2.62588529173743
TRAP1	2.6251539944162
PHB2	2.62307116614484
TAFAZZIN	2.62228565321043
TCEA2	2.62209958819504
RPS3AP49	2.6203437278049
ENO4	2.61725892146599
ZNF22	2.61722149771593
EXOSC8	2.61514976921428
NUTM2A-AS1	2.60203595270494
ZFP69	2.60182398278819
MTHFD2	2.59904223028685
XXYLT1	2.59577397545043
CPSF4	2.59520328274641
DDR2	2.59446103985944
CAMKV	2.58201812393777
PEX11G	2.58137831111035
LIPT2	2.5776170516992
VPS9D1-AS1	2.57631716982601
AGA	2.57602000246025
MIR924HG	2.5730851533391
DTNB	2.5723838346465
FAAP100	2.57020219392752
SLC19A1	2.56955249947475
RPS18	2.56067741571912
CLYBL	2.5595351945083
IPO5	2.55920024100007
PSPH	2.55875271252671
ZFAS1	2.55517965671065
TKT	2.55397693515808
RPS6KA2	2.55107444645413
PLGRKT	2.54840042713272
TMEM144	2.54286148200693
RASGEF1C	2.5426073115331
OXA1L	2.53640778726801
SLC25A6	2.53622217114417
MIF4GD	2.53259061069607
HAX1	2.53177479843864
MPG	2.52986576007059
LINC01976	2.52902909281965
PSAT1	2.52788236187107
TOP1MT	2.5256955493327
OCA2	2.52539567342613
IAH1	2.52515801191287
SNHG1	2.51251543889295
SCMH1	2.51137567050817
TMIE	2.50782938823123
MACROH2A2	2.50699008908977
SLC37A4	2.50262035681627
CLDND2	2.50243156398103
TMEM160	2.50232554730783
TBXAS1	2.50101009114962
DDIT4	2.49711111624787
TIGD5	2.49667379214064
MBLAC2	2.4950803440257
PIGBOS1	2.49488261368012
FPGS	2.49097052948523
CDPF1	2.48679769836272
SGF29	2.48588978343269
LIG1	2.48491055084871
PTGES2	2.47906947638594
SBF2-AS1	2.47900759752311
COQ3	2.47730299091676
DUS2	2.47662435580957
KICS2	2.47565773945137
CKMT1B	2.47064043917962
THEM6	2.46534780048477
STOML2	2.46332189238379
NMNAT3	2.46288114598473
FARSB	2.45969810706807
INHBE	2.45887615851137
PLD2	2.4580656094717
GNB1L	2.45696056380763
ECSIT	2.45397235259907
P2RY11	2.45241894820969
TMEM52	2.45213219077643
TMEM39B	2.44866233201275
NLE1	2.44815605557838
NOB1	2.44758206182607
STUB1	2.44681991368151
MRPL58	2.43712185902063
NRSN2	2.43044065025532
CACNA2D2	2.42686897283683
RPS29	2.42599250089409
CDC45	2.42474793063798
C16orf95-DT	2.42327318053375
HADH	2.41828376137991
FBXW4	2.41669575705639
POLR1H	2.41359069809233
EXOSC5	2.41155686466518
IMMP2L	2.41050813663808
RPL10AP6	2.4055031398982
SECISBP2	2.40450113773856
CIRBP	2.40360984572647
NSMCE4A	2.40101877232318
TMEM218	2.39815429390821
SLC16A9	2.39772827574534
B3GAT2	2.39596870968196
BOD1	2.39401469878324
SNHG29	2.39350025706241
B4GALT3	2.39271548642163
DIMT1	2.39209697250687
CMC1	2.38827020192896
DEPTOR	2.3873631999735
KCNQ1	2.38558382609193
MRPS26	2.38523637722307
TMEM209	2.38513370660735
ALKBH7	2.38463300695608
DUS4L	2.38198538147999
SPACA9	2.38153780739753
WARS1	2.38149986037366
CDCA4	2.37982939198061
DPH5	2.37913573791964
NSMCE1	2.37722095089453
VPS35L	2.37697680871354
ADA	2.37402024665209
ZC3H12B	2.37398376627152
EIF3E	2.373145978503
TANGO6	2.37302359906282
RPS2	2.37186911368186
FAM86EP	2.36858893816105
UNG	2.36789632458191
RUNX1T1	2.36587667631983
TMEM267	2.36341337912259
AIP	2.36188687758393
SMIM19	2.36144125634806
MIPEP	2.35818611173578
RPL10	2.35411468925048
DHX35	2.35318571479334
ADSL	2.35316135585063
CCNB1IP1	2.35200238772004
PMF1	2.34906749645783
RPL13AP25	2.34886529433606
WARS2	2.34667923436019
ODAD2	2.34269294706514
CARS1	2.34165254533266
UBXN6	2.33994555413664
MAN2C1	2.33761978154513
MRPS27	2.33721608303534
VPS51	2.33185075436575
FOXP4-AS1	2.33093109938975
GNAZ	2.32895310118626
RSAD1	2.32172029448251
CDK18	2.3171209785107
TMA16	2.31498938419492
GALK1	2.31362658281965
INSIG1	2.31327265103815
HK2-DT	2.31211566337642
RFT1	2.31007676417063
EXOSC7	2.30705659839749
UQCC3	2.30367113227212
ZNF511	2.30024498694205
MTFP1	2.29935128319499
RPL12	2.2954635739183
COMTD1	2.29336905989116
NXT1	2.29276577971816
PINX1	2.29270802738733
SNHG7	2.29241359573236
ZNF277	2.29189301088517
EEF1G	2.28831078379655
MRPL54	2.28817430242756
TTLL1	2.28763884809422
ZBTB22	2.28762576719592
NDUFA7	2.28652109731974
TMEM109	2.28051985591519
ZNF32	2.28008388423567
PXN-AS1	2.27771517724223
ATIC	2.27280209472597
ALKBH2	2.2682526583962
TIMM44	2.26800729991921
JMJD8	2.26772878558963
MPST	2.26752352524501
HDHD5-AS1	2.2657414518448
ASS1	2.26150307023158
LRRC8D	2.25856016392693
MRPL38	2.25523859402262
RPL13A	2.25230735466101
MOCOS	2.25206005390077
NRTN	2.25048898895288
RSL24D1	2.24928868549278
NAA80	2.24831824136911
FAM189A1	2.24644078143755
KIF17	2.24461160808596
FAM81A	2.24307434722162
ROGDI	2.24285096779857
SERGEF	2.23742435499028
EPRS1	2.23693879182286
PODXL2	2.23690346836791
RPL7A	2.23634376396611
CNTNAP3B	2.2362315227233
CENPV	2.23390907331404
ADRA2C	2.23378676851724
CNNM1	2.22938785398617
COQ2	2.22438563322794
NOC3L	2.22075127772005
APLN	2.21920138121392
GGACT	2.21780884036384
SNX33	2.21645098891348
RPL37P2	2.21267298590345
RPP40	2.2105167593575
TMEM268	2.208899993245
EBPL	2.20168134789634
EIF2S2P4	2.20133622552263
C19orf48	2.20045975496438
HTRA1	2.19750952380288
EIF3M	2.19574245653418
LYRM4	2.1890393533196
ENOX1	2.18698795723058
UQCC2	2.18522507038008
MZT2B	2.18510211646001
RNF126	2.18404235759359
JAKMIP1	2.181951215387
SCAP	2.18024987441784
FAF1	2.18018112892107
SCD	2.18013295179421
SARS1	2.17714210658315
GSTO2	2.17645099217886
HAUS7	2.17539844863157
GEMIN8	2.17275189748138
RPSA	2.17175575192324
RNF144A	2.17039723566889
NARS2	2.17013287265976
RPL37P6	2.16887416696692
TMEM250	2.16762567251457
RCC1	2.16714493124967
RPL13AP5	2.16559298684116
E2F5	2.16458650469153
DSTNP3	2.15972391274757
COPG2	2.15967483128787
RPS16	2.15862176242397
CTDSP1	2.15804182320556
CRLF3	2.15621682644207
AXIN1	2.15546690157582
IARS1	2.15516520971647
C17orf75	2.15352291338452
FSD1	2.15212242995942
NHLRC2	2.15037524879487
NME3	2.1475032751122
MICOS13	2.14695325173568
RPL23AP65	2.1441743447878
FBL	2.1439859228641
TTC12	2.14346359387563
SOCS2-AS1	2.14296818431256
CZIB	2.14118207514187
CCDC167	2.14105085469611
HYI	2.13986937903998
TFAP4	2.13912311528093
PGM1	2.13897479145432
TIMM13	2.13688670228693
ZNF407-AS1	2.13677867585859
MECR	2.13644833007004
NDUFAF4	2.1353496497299
FAM149A	2.13471685302059
ARPIN	2.13345003395936
CEBPG	2.13344713204399
ANK2	2.133235204767
MYG1	2.12848154513809
PAQR5	2.12829526032588
RPL3	2.12641037782068
MRPL11	2.12584307490592
RIOX2	2.12507051510729
MINCR	2.12338949502712
DERL3	2.1227729423261
MED16	2.12210194924776
KAT8	2.11640392790856
CTSH	2.11636729730341
TATDN1	2.11550726083947
MRPL10	2.11482592568247
SLC27A5	2.1123300738555
IFT46	2.11092731309714
H2AC20	2.10861998117655
GDPD1	2.10852660366071
RPL17	2.10523646464094
PDIK1L	2.1052146524555
STC2	2.1025851416207
IMPACT	2.09931497464259
PANTR1	2.09491158555678
HDDC3	2.09417895089854
VEGFA	2.09017042508181
DNAAF3	2.09015135021751
PSTK	2.08904008482685
SLC7A3	2.08837535751954
RPUSD1	2.08816401489141
DPAGT1	2.08792774251753
ALDH1L2	2.08630554373562
TTC27	2.0855552744385
MTLN	2.08525395744571
TSPO	2.08328851062918
ATP2A1-AS1	2.08210665304914
TOMM20	2.08203583242819
NOP53	2.07987423555239
RAD51D	2.07524957985767
PEX14	2.07397778110932
FNDC10	2.07314602833574
RAET1K	2.06816712761104
PPA2	2.06658795189852
NIPSNAP1	2.06535317723493
ANO7	2.06506124238503
RBMX	2.06499948998975
FAHD2CP	2.06347051826102
NFYC	2.06334700837547
FMC1	2.06176910539093
KCNC1	2.05546856934332
LOXL3	2.05414963458739
HERPUD1	2.05205045487813
ADAM11	2.04940597269851
ESX1	2.04724644581881
IFRD2	2.04612285928895
SLC39A3	2.04435762242844
AKNA	2.04427107020054
CALML4	2.04354078141828
RPS3	2.0428439527531
FXN	2.04282799016491
TMEM42	2.04188853318164
RAN	2.04185096063518
EIF5AL1	2.04073890069958
YJU2	2.03953639190108
ASNS	2.03902110816952
CDKL1	2.03826695121036
CHAC1	2.03709484881607
NUDT3	2.03238359486163
UBL4A	2.03159436152439
ESD	2.03158763818941
CEPT1	2.0277750948245
ESPNL	2.02640737121657
FAM204A	2.02464187021939
AP4S1	2.0238412377628
TMEM80	2.02244429748004
MBD3	2.02128618647024
ZNF254	2.02048563340322
OSTC	2.02018516902662
MED11	2.01701383039872
C12orf76	2.01693235251598
RPL41	2.01475844721409
WDR4	2.01459993939321
PSMG4	2.01064086038936
ALDH18A1	2.00977809726296
MRPS22	2.00874026874224
RPL19	2.00736633798997
CHD1L	2.00698759760471
RPL10P16	2.00541651549923
POLRMT	2.00518859411492
CALY	2.00440624870647
PRELID2	2.00404041061037
BARX1	2.00342970095417
TMEM9	2.00217245020862
MYC	2.00117358472332
RBM3	1.99846842451055
HSD11B1L	1.99406222813167
PHC1	1.99318406169557
DNPH1	1.99315235720645
TMBIM4	1.9918845476635
B3GALT6	1.99043321553702
ACTR1B	1.98884543539307
H6PD	1.98658688917074
TBCAP1	1.98647063685725
HAGHL	1.98487338437565
IFT43	1.98241640931927
KAZN	1.98101372487944
TAF1B	1.9808365092936
AFG1L	1.97949744781674
TDRD3	1.97893498868585
LERFS	1.97690141224965
WDSUB1	1.97623055838004
DKC1	1.9760062667768
RPS11	1.97274941168977
ALKBH8	1.97181070656947
C11orf49	1.97161524557681
RPS13P2	1.97132119900356
TKFC	1.97023800152
MCRIP1	1.97015676421156
COPZ1	1.9698904336094
FCF1P2	1.96951940869586
SRSF3	1.96895767767275
LSM2	1.96696932951674
PKMYT1	1.96614627991741
FIBP	1.9661431546306
NCOA5	1.96602793507181
USP25	1.96384736828995
NAP1L1	1.96311675376211
PAQR4	1.96192644163536
KCNQ5	1.96131370231197
SDHAF3	1.96098515321781
NACA4P	1.96075872865382
CENPM	1.95953872260525
CUEDC2	1.95926380860523
CFAP65	1.95801184768674
PIK3CD-AS2	1.95649377310027
NUCKS1	1.95600460969663
APPL2	1.95571181848503
WDR41	1.95480954994668
EXOSC1	1.95431206100212
RPL27	1.95293413057364
PGAP4	1.95276558534328
PTP4A3	1.95185741274168
RACK1	1.95136610647952
MID1IP1	1.95127653914302
ABCB10	1.95085928664354
ARL6IP4	1.94870471305468
NME4	1.94855344605129
MRPL1	1.94800547643889
ANP32A	1.94686208058738
CNPY1	1.94658788878189
KCNRG	1.94573037517086
SLC25A5	1.94563976055135
CLGN	1.94559648183932
CDK4	1.94523763081422
DNAJC17	1.94454651656993
AARS1	1.94451241456711
RPLP0	1.94363615748997
LCLAT1	1.94238112102222
THNSL1	1.93857016810325
RAD23B	1.93779367951831
ITGB3BP	1.93751286681879
CDRT4	1.93723337284598
MRPS18B	1.9371847346511
OXLD1	1.93712058874784
MARS1	1.93695779647994
F2R	1.93667931401594
PNPT1	1.93666734840953
SRI	1.93618889201757
RPL18A	1.93425241910082
RPL36	1.93305067572532
FAM216A	1.93259870548672
MRPL9	1.93189201502873
MRPL3	1.9310828954755
RPL14	1.93103608209853
MRPS31P4	1.92995055106608
ACOT2	1.92904395606797
MAP2K6	1.92857003539757
APOC1	1.92514188085871
EXD3	1.92068926228668
DTD2	1.91833324857523
LONRF1	1.91707394047433
SNTA1	1.91638080668796
LSM7	1.91588025122582
ZBTB8A	1.91575649507873
ANKH	1.91557602039806
C1orf159	1.9154011415245
SMIM20	1.91449450145785
POLR1D	1.91433625304004
SPTBN2	1.91422577330322
RPL30P4	1.91376769288314
SYBU	1.91312896208219
SPAG7	1.91304293854308
FTSJ1	1.91300154258679
PRKAG2-AS1	1.91275853653537
ECE2	1.91241211192155
SRM	1.91172340956078
TRIM65	1.91141067210191
PKIA	1.91122522481479
FUZ	1.91038049327406
SMARCAL1	1.90975173300893
SNAI2	1.90775730147349
RPS8	1.90653725411669
DAAM2	1.90614535939501
TRDMT1	1.90542045601931
PTER	1.90448116916449
PLEKHJ1	1.90431816806712
CLPP	1.9042570962578
PRXL2C	1.90379991325148
RPL10A	1.90253246252516
RPS25	1.90244097068389
RPL23AP49	1.90202890946933
BACE2	1.90175886955872
CUTC	1.90119546178398
COA7	1.90084396065865
RANGRF	1.89715519804045
XRCC3	1.89685605025347
ARL6IP6	1.89487629983671
RPS17	1.89402180365777
STX10	1.89211179828409
FARS2	1.891819943291
DEPDC4	1.89035728032281
HDHD5	1.88998413084676
ERGIC3	1.88989928734722
BCAT2	1.88924414384153
PPIH	1.88880051229945
ZNF202	1.88800871394465
TMEM225B	1.88797478392898
RNF13	1.88734248256681
HACL1	1.88558506126234
ZNF19	1.88504380741875
TOR2A	1.8849583986781
EEF1AKMT3	1.88491233770754
NOP10	1.88430465369339
USH1C	1.88410682066677
APEX1	1.88076647987361
SMDT1	1.88068715975075
PMPCB	1.88064383255127
PCBP2	1.88031687616338
HMGB1	1.87869429823746
ZRANB3	1.87867009613497
C1orf43	1.87819043508283
RTL8A	1.87763433733902
GATB	1.8772361407433
ERGIC1	1.87687354527882
BEND3	1.87639655848015
RPL29	1.87560512443793
POGLUT1	1.87485197267954
MFSD13A	1.87299245514624
GTF3A	1.87249428911079
NDUFS4	1.87030846026989
OTX1	1.86982748546606
BCAT1	1.86860266317505
PLLP	1.8677266943122
WSCD1	1.86620559226289
POLR2I	1.86540473928169
LINC01703	1.86503167275067
SLC25A38	1.86407162850272
GDF10	1.86382323393357
TARS1	1.86280892102407
SCARNA1	1.86277685276738
RRP7A	1.86237865973956
ADM2	1.86226156019813
FAM234B	1.86146548558824
CKS1B	1.86129120685681
CSPG5	1.85969691440367
SLC6A15	1.85916888032314
ACTR5	1.85906879656138
EIF4B	1.8582836574025
MTHFD1	1.85734837223754
EFCAB11	1.85677689239056
AUH	1.85652451513053
RPS14	1.85435922005576
CHRAC1	1.85349577606266
WDR12	1.85342947636007
THOC6	1.85272085012088
QARS1	1.85231526054397
KLF16	1.85136786227992
SLC41A3	1.85045826602507
SFXN2	1.85019779894984
MPI	1.84938191593009
RPL22L1	1.84892730924507
SLC39A10	1.84803536634402
RPL3P4	1.84797500533138
TRIQK	1.84769124997518
RPL5	1.84751738828805
DHRS4L2	1.84709592735162
RPL37AP1	1.84692431612008
SAAL1	1.84644545829603
GHDC	1.84624628931787
NBPF1	1.84452934328956
RNU5F-1	1.84308729787056
MAGOHB	1.83980048504813
FAM50B	1.83917639343904
CENPBD1P1	1.83844440773057
MYT1	1.8376598025013
FKRP	1.83700381785522
STX2	1.83651844173962
RPS21	1.83593706122211
SCFD1	1.83585415069653
EEF1B2	1.83573802924882
ARV1	1.83244279965957
RPS15	1.83207791383906
RPL15P3	1.83157030532286
CRYL1	1.83127376802674
DARS1	1.83060923838941
TMEM256	1.83054135059651
SNHG16	1.82924509112378
MCM2	1.82817825127372
IQCK	1.82757338303059
ADAP1	1.82719124505608
RAC3	1.82651274145847
NHP2	1.82609599216665
CYP20A1	1.8256985053732
PPP2R3B	1.82563900987296
CINP	1.82466353813545
RPL6P27	1.82403649017412
RRP9	1.82272077233078
AASDHPPT	1.82179642183098
SIVA1	1.82071226257338
TMEM134	1.82016617033377
LHFPL4	1.81995883233856
ST6GALNAC4	1.81862274561152
RBL1	1.8170874386672
CHCHD4	1.81623795978449
MIR762HG	1.81344031751432
AKAP1	1.81332946417234
RPS23	1.81199552038151
NFE2L3	1.8118939109729
NAA38	1.8113734313819
DCPS	1.81111637757744
IPO4	1.81040590799911
IMPA2	1.80788528027091
ORC5	1.80760641545004
TUSC1	1.80674228166219
RPL23AP42	1.80643909714382
DNAJC19	1.80600793762276
VPS28	1.80509006315792
SLC29A2	1.80351706613199
CFAP97	1.80316067484011
UHRF1BP1	1.80267664471707
ERLIN1	1.80099105845279
HAUS4	1.80079922381755
TMEM258	1.80065254688344
FAM76A	1.80040349308041
RPL9	1.79999682369355
AIG1	1.79957720801685
MCM7	1.79426014862668
USE1	1.79403094045209
COX7A2L	1.79383057172042
TIMM17B	1.79377582518829
RAD54L	1.79337786350358
CYP2R1	1.79013468592327
GLT8D1	1.7899097300062
YIF1A	1.7895159921215
SKP2	1.78821935050453
RRP15	1.78767817926323
PRKCQ-AS1	1.78736804272662
RPS15A	1.78671870476449
SMIM26	1.78670394096983
GTDC1	1.78612926509281
PFAS	1.78432289876543
RPL30	1.78325572471384
TPRA1	1.78271402086515
SLC9A9	1.78188143431177
DDX54	1.78067198220657
TMEM47	1.780595506264
TM9SF4	1.78051037277744
PIGU	1.77973005239933
FH	1.77882481900727
ATP23	1.77851745674263
GTF2H2B	1.77835165153882
SNRPD2	1.77780724311065
PWP1	1.77686954459843
TMEM106B	1.77626091935107
PAFAH1B3	1.7757601447413
NMRAL1	1.77569815204025
BTBD2	1.77525718140968
MKX	1.77402052227611
TFB1M	1.77356889103035
ZNF213	1.77334787847674
RPL13	1.77253946348879
TSPAN2	1.7716721261321
GPR160	1.77095008881031
KNOP1	1.77063275335055
KCNJ8	1.77038287952012
DUSP9	1.77035303388165
ARHGDIA	1.7698902234027
RGS10	1.76779385372241
RHBDD1	1.7677636198352
ERFE	1.76748026956661
EARS2	1.76747851983736
RPL21	1.76603853720784
CES3	1.76586448407485
NLGN1	1.76434260472324
ERI3	1.76415665842786
NEFM	1.7637423207453
ABCC4	1.76354069428173
TMEM222	1.76321889891119
POT1	1.76213415134992
NSMCE3	1.76100874053113
EPHA8	1.76100130812051
MRPL17	1.76078548774549
RAD9A	1.75988704494083
ZNF593	1.75871389893624
CFDP1	1.7584535976098
LINC01023	1.75804924825153
NACA	1.75670187471749
CHST10	1.75661522012162
SMTNL2	1.75495254260539
ECI2	1.75438699629693
PPIA	1.75360511138494
GSTZ1	1.75347974544069
WDR36	1.75333822743621
CNTFR	1.75304929779368
TTC31	1.75259298478445
NAP1L1P3	1.75247730653114
TRIM7	1.75168758114956
ATP5PD	1.75143578756596
R3HDM2	1.7500234811371
GNG4	1.749561848635
DVL1	1.7492583528362
PARVB	1.74695127785319
ILF2	1.74666121151699
BOLA3-AS1	1.74637200640519
NUDT16	1.74588850754268
FAR2	1.74570314423082
TMC6	1.74538842067276
SVBP	1.7452897962313
TMEM147	1.74360895166649
RPL5P1	1.74110307213679
DIS3L	1.74080336026002
RPL13P12	1.74025904608178
SF3A2	1.73756690062616
MAZ	1.73740776749209
RPL23A	1.73718334455327
CKMT1A	1.73538422457452
MORN4	1.73516001321403
ZCCHC9	1.73333134410999
PEX11B	1.73255434036976
RPL18	1.73196562541857
MCRS1	1.73019492820373
SMARCB1	1.72976402908718
KCNB2	1.72968787382267
UTP18	1.72946446161517
ADCK1	1.7283567763639
TMEM126B	1.72819094780042
ELL3	1.72689712039169
GAS5-AS1	1.72639769817196
RNF220	1.7259431526228
POLR3C	1.72534543077319
PA2G4	1.72474984342785
POLD3	1.72444054238911
RTN4IP1	1.72393533584131
RPS10	1.72225770462859
SFXN4	1.72214493672742
MAFTRR	1.72183892061061
NGEF	1.72178174650675
TMEM203	1.72108078635399
CDH23	1.71981335759867
NDUFAF3	1.71930126043836
PPP1R14A	1.71903655753813
UTP20	1.71847441093072
WNT10B	1.71834513772443
SGSH	1.7179841992219
PPARG	1.71784059433187
PAK1IP1	1.71768693902502
CHDH	1.7172994325027
POLR3K	1.71671141877986
SYCE1L	1.71598129433392
CACYBPP2	1.7158367326536
JAGN1	1.71543444617356
AKAP7	1.71444634722433
CTDNEP1	1.71269508217682
KLF15	1.71180799663247
REPS1	1.71176824522689
THOC7	1.71146916045281
EDEM2	1.71127006006432
PDHB	1.71032448696449
OSBPL1A	1.70743851276354
NSA2	1.7044198098217
RHOT1	1.70383184056331
EIF2S2	1.70337877827786
SLC10A7	1.70197163371778
SNRNP40	1.70173215687754
ABCB7	1.70036223375145
HSPA9	1.70019671265718
CLNS1A	1.6996454620821
HINT2	1.6994565452626
WDR17	1.69907084803868
TEDC2	1.69899224204162
GART	1.69861605287259
MVB12A	1.69648715223092
BPHL	1.69574592623376
NT5DC1	1.69446309544109
GTPBP3	1.69373466315745
H1-10	1.69226280537187
HIGD2A	1.69183779041696
NIPSNAP3A	1.69129969508542
TTC7B	1.69061972606565
PPA1	1.69036937718337
EMSY-DT	1.68988778620953
EFNA5	1.68973712281852
TMEM216	1.68902318162244
RPL35A	1.68897246406571
PMVK	1.68785156627046
PRMT6	1.68746974139718
EFCAB15P	1.68717406820927
NDUFA11	1.68614130131703
B9D1	1.68595049960337
AP3S2	1.6855116924935
SRSF7	1.6853943181296
YIF1B	1.68529417606556
TMEM254-AS1	1.68528749032849
TAB1	1.68522051073726
ING5	1.68446125689319
CPNE1	1.68388490636318
UCN	1.68316683684947
SLC38A2	1.6829604148724
MRPS2	1.68270210639125
HMGB2	1.68237721727156
CS	1.68160086998033
SCARNA8	1.68126436926821
CMSS1	1.68054527321134
SREBF2	1.68033272087675
NBN	1.67753489650524
MRPL23	1.67730769076541
YEATS4	1.67721880475286
OAZ1	1.67717169681513
VPS29	1.67640714636227
TRMT112	1.67605901917815
TAMM41	1.67552793993782
UCK2	1.67523798394347
NUDT2	1.67523380988626
PRR14	1.67435961354308
CCDC12	1.67320361165466
SMIM7	1.6728642899864
FARSA	1.67261141489913
UBIAD1	1.67249412878218
GABRD	1.6718493738151
NDUFS8	1.67014160017049
CNPY2-AS1	1.66982338372611
H2AC21	1.66975268299915
ARHGEF9	1.66885941351302
RPL5P17	1.66883346033656
VEGFC	1.66843711106676
PSMD9	1.66842528971945
CHCHD10	1.66802472513068
SUPT3H	1.66633467562529
HMG20B	1.66590900951651
BRIX1	1.66555826280199
VASH1	1.66410952394032
RPL8	1.66400768658686
ARHGEF4	1.66380596195714
MFSD4A	1.66342060525218
C3orf80	1.66321545729107
NLRX1	1.66136036400135
ALG14	1.66130380892997
DCAKD	1.66054996257729
DDN	1.65846959647858
UQCRC1	1.65822236098289
ANKRD16	1.65782069819366
UBE2I	1.65676129467086
CCDC51	1.65661906479677
UFSP2	1.65658802872797
VASH1-AS1	1.65617198130903
TMEM129	1.65402019766483
CD99L2	1.65339515929443
ALG5	1.65324210890823
SYPL2	1.65252105121214
FERMT2	1.65201885654079
MFSD14A	1.64998356308411
RPL14P1	1.64969477255657
TLCD3A	1.64964276015324
MRRF	1.64850234939788
FRG1	1.64815364639849
RPL41P2	1.64625863170508
POLR3F	1.64624254283938
SEPTIN1	1.64486020665736
CTTN-DT	1.64457031318009
SRBD1	1.64414299934422
SLC25A1	1.64386954109051
RPS3AP47	1.64384880255603
FDXACB1	1.64361776599144
PLCB1	1.64334158307424
CBY1	1.64268098236279
